work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,job_category
2023,Mid Level,Full Time,Machine Learning Engineer,38000,GBP,46178,United Kingdom,WFH,United Kingdom,Medium,Data Engineer
2023,Senior Level,Full Time,Data Engineer,166000,USD,166000,United States,WFH,United States,Medium,Data Engineer
2023,Senior Level,Full Time,Data Engineer,128000,USD,128000,United States,WFH,United States,Medium,Data Engineer
2023,Senior Level,Full Time,Data Architect,170000,USD,170000,United States,WFH,United States,Medium,Data Engineer
2023,Senior Level,Full Time,Data Architect,110000,USD,110000,United States,WFH,United States,Medium,Data Engineer
2023,Senior Level,Full Time,Data Engineer,160000,USD,160000,United States,WFH,United States,Medium,Data Engineer
2023,Senior Level,Full Time,Data Engineer,75000,USD,75000,United States,WFH,United States,Medium,Data Engineer
2023,Senior Level,Full Time,Data Engineer,236000,USD,236000,United States,WFH,United States,Medium,Data Engineer
2023,Senior Level,Full Time,Data Engineer,182000,USD,182000,United States,WFH,United States,Medium,Data Engineer
2022,Mid Level,Full Time,Data Analyst,1125000,INR,14307,India,WFH,India,Large,Data Analyst
2022,Entry Level,Full Time,Data Scientist,130000,USD,130000,United States,WFO,United States,Medium,Data Scientist
2023,Mid Level,Full Time,Data Analyst,150000,USD,150000,United States,WFO,United States,Medium,Data Analyst
2023,Mid Level,Full Time,Data Analyst,100000,USD,100000,United States,WFO,United States,Medium,Data Analyst
2023,Senior Level,Full Time,Machine Learning Engineer,261500,USD,261500,United States,WFO,United States,Large,Data Engineer
2023,Senior Level,Full Time,Machine Learning Engineer,134500,USD,134500,United States,WFO,United States,Large,Data Engineer
2022,Mid Level,Full Time,Data Scientist,1100000,INR,13989,India,WFH,India,Large,Data Scientist
2023,Mid Level,Full Time,Data Scientist,130000,USD,130000,United States,WFO,United States,Medium,Data Scientist
2023,Mid Level,Full Time,Data Scientist,90000,USD,90000,United States,WFO,United States,Medium,Data Scientist
2023,Entry Level,Full Time,Data Engineer,160000,USD,160000,United States,WFO,United States,Medium,Data Engineer
2023,Entry Level,Full Time,Data Engineer,135000,USD,135000,United States,WFO,United States,Medium,Data Engineer
2022,Senior Level,Full Time,Manager Data Management,125000,USD,125000,United States,WFH,United States,Large,Data Engineer
2022,Senior Level,Full Time,Data Engineer,175000,USD,175000,United States,WFO,United States,Medium,Data Engineer
2022,Senior Level,Full Time,Data Engineer,155000,USD,155000,United States,WFO,United States,Medium,Data Engineer
2022,Senior Level,Full Time,Data Engineer,153600,USD,153600,United States,WFO,United States,Medium,Data Engineer
2022,Senior Level,Full Time,Data Engineer,106800,USD,106800,United States,WFO,United States,Medium,Data Engineer
2022,Senior Level,Full Time,Data Scientist,150000,USD,150000,United States,WFO,United States,Medium,Data Scientist
2022,Senior Level,Full Time,Data Scientist,140000,USD,140000,United States,WFO,United States,Medium,Data Scientist
2022,Senior Level,Full Time,Data Science Consultant,122000,USD,122000,United States,WFO,United States,Medium,Data Scientist
2022,Senior Level,Full Time,Data Science Consultant,94500,USD,94500,United States,WFO,United States,Medium,Data Scientist
2022,Senior Level,Full Time,Data Engineer,170000,USD,170000,United States,WFO,United States,Medium,Data Engineer
2022,Senior Level,Full Time,Data Engineer,130000,USD,130000,United States,WFO,United States,Medium,Data Engineer
2022,Senior Level,Full Time,Data Science Consultant,145000,USD,145000,United States,WFO,United States,Medium,Data Scientist
2022,Senior Level,Full Time,Data Science Consultant,128000,USD,128000,United States,WFO,United States,Medium,Data Scientist
2022,Senior Level,Full Time,Data Engineer,145000,USD,145000,United States,WFO,United States,Medium,Data Engineer
2022,Senior Level,Full Time,Data Engineer,100000,USD,100000,United States,WFO,United States,Medium,Data Engineer
2022,Senior Level,Full Time,Data Engineer,175000,USD,175000,United States,WFO,United States,Medium,Data Engineer
2022,Senior Level,Full Time,Data Engineer,120000,USD,120000,United States,WFO,United States,Medium,Data Engineer
2022,Senior Level,Full Time,Data Engineer,145000,USD,145000,United States,WFO,United States,Medium,Data Engineer
2022,Senior Level,Full Time,Data Engineer,115000,USD,115000,United States,WFO,United States,Medium,Data Engineer
2022,Senior Level,Full Time,Applied Machine Learning Scientist,150000,USD,150000,United States,WFH,United States,Medium,Data Scientist
2022,Mid Level,Full Time,Data Analyst,150000,USD,150000,United States,WFO,United States,Medium,Data Analyst
2022,Mid Level,Full Time,Data Analyst,100000,USD,100000,United States,WFO,United States,Medium,Data Analyst
2022,Mid Level,Full Time,Data Scientist,150000,USD,150000,United States,WFH,United States,Medium,Data Scientist
2022,Mid Level,Full Time,Data Scientist,127500,USD,127500,United States,WFH,United States,Medium,Data Scientist
2022,Senior Level,Full Time,Data Scientist,126500,USD,126500,United States,WFH,United States,Medium,Data Scientist
2022,Senior Level,Full Time,Data Scientist,51000,USD,51000,United States,WFH,United States,Medium,Data Scientist
2022,Mid Level,Full Time,Data Engineer,260000,USD,260000,United States,WFO,United States,Medium,Data Engineer
2022,Mid Level,Full Time,Data Engineer,175000,USD,175000,United States,WFO,United States,Medium,Data Engineer
2022,Entry Level,Full Time,Applied Data Scientist,40000,USD,40000,Australia,WFH,Pakistan,Medium,Data Scientist
2022,Entry Level,Full Time,AI Programmer,40000,USD,40000,Pakistan,WFH,Australia,Medium,Data Engineer
2022,Senior Level,Full Time,Data Engineer,250000,USD,250000,United States,WFH,United States,Medium,Data Engineer
2022,Senior Level,Full Time,Data Engineer,63000,USD,63000,United States,WFH,United States,Medium,Data Engineer
2022,Senior Level,Full Time,Machine Learning Engineer,210000,USD,210000,United States,WFH,United States,Medium,Data Engineer
2022,Senior Level,Full Time,Machine Learning Engineer,160000,USD,160000,United States,WFH,United States,Medium,Data Engineer
2022,Senior Level,Full Time,Data Scientist,272550,USD,272550,United States,WFH,United States,Medium,Data Scientist
2022,Senior Level,Full Time,Data Scientist,198200,USD,198200,United States,WFH,United States,Medium,Data Scientist
2022,Mid Level,Full Time,Data Scientist,90000,EUR,94560,France,WFH,France,Medium,Data Scientist
2022,Mid Level,Full Time,Data Scientist,50000,EUR,52533,France,WFH,France,Medium,Data Scientist
2022,Senior Level,Full Time,Data Scientist,220000,USD,220000,United States,WFO,United States,Medium,Data Scientist
2022,Senior Level,Full Time,Data Scientist,146000,USD,146000,United States,WFO,United States,Medium,Data Scientist
2022,Mid Level,Full Time,Data Analyst,150000,USD,150000,United States,WFO,United States,Medium,Data Analyst
2022,Mid Level,Full Time,Data Analyst,100000,USD,100000,United States,WFO,United States,Medium,Data Analyst
2022,Senior Level,Full Time,Machine Learning Software Engineer,248400,USD,248400,Canada,WFH,Canada,Medium,Data Engineer
2022,Senior Level,Full Time,Machine Learning Software Engineer,183600,USD,183600,Canada,WFH,Canada,Medium,Data Engineer
2022,Mid Level,Full Time,Data Engineer,150000,USD,150000,United States,WFH,United States,Medium,Data Engineer
2022,Mid Level,Full Time,Data Engineer,150000,USD,150000,United States,WFH,United States,Medium,Data Engineer
2022,Entry Level,Full Time,Machine Learning Developer,40000,USD,40000,Pakistan,WFH,Australia,Medium,Data Engineer
2022,Senior Level,Full Time,Lead Data Scientist,4460000,INR,56723,India,WFO,India,Large,Data Scientist
2022,Mid Level,Full Time,Data Engineer,120000,USD,120000,United States,WFO,United States,Medium,Data Engineer
2022,Mid Level,Full Time,Data Engineer,95000,USD,95000,United States,WFO,United States,Medium,Data Engineer
2022,Entry Level,Full Time,Data Engineer,160000,USD,160000,United States,WFO,United States,Medium,Data Engineer
2022,Entry Level,Full Time,Data Engineer,135000,USD,135000,United States,WFO,United States,Medium,Data Engineer
2022,Entry Level,Full Time,Data Science Consultant,23000,EUR,24165,Italy,Hybrid,Italy,Medium,Data Scientist
2022,Senior Level,Full Time,Data Engineer,216000,USD,216000,United States,WFH,United States,Medium,Data Engineer
2022,Senior Level,Full Time,Data Engineer,144000,USD,144000,United States,WFH,United States,Medium,Data Engineer
2022,Entry Level,Full Time,Data Engineer,85000,USD,85000,United States,WFO,United States,Medium,Data Engineer
2022,Entry Level,Full Time,Data Engineer,65000,USD,65000,United States,WFO,United States,Medium,Data Engineer
2022,Senior Level,Full Time,Data Analyst,149000,USD,149000,United States,WFH,United States,Medium,Data Analyst
2022,Senior Level,Full Time,Data Analyst,119000,USD,119000,United States,WFH,United States,Medium,Data Analyst
2022,Senior Level,Full Time,Data Scientist,140000,USD,140000,United States,WFO,United States,Medium,Data Scientist
2022,Senior Level,Full Time,Data Scientist,120000,USD,120000,United States,WFO,United States,Medium,Data Scientist
2022,Mid Level,Full Time,Data Scientist,150000,USD,150000,United States,WFO,United States,Medium,Data Scientist
2022,Mid Level,Full Time,Data Scientist,110000,USD,110000,United States,WFO,United States,Medium,Data Scientist
2022,Senior Level,Full Time,Machine Learning Engineer,246000,USD,246000,United States,WFH,United States,Medium,Data Engineer
2022,Senior Level,Full Time,Machine Learning Engineer,201000,USD,201000,United States,WFH,United States,Medium,Data Engineer
2022,Senior Level,Full Time,Data Scientist,190000,USD,190000,United States,WFO,United States,Medium,Data Scientist
2022,Senior Level,Full Time,Data Scientist,155000,USD,155000,United States,WFO,United States,Medium,Data Scientist
2022,Senior Level,Full Time,ML Engineer,235000,USD,235000,United States,WFH,United States,Medium,Data Engineer
2022,Senior Level,Full Time,ML Engineer,185000,USD,185000,United States,WFH,United States,Medium,Data Engineer
2022,Senior Level,Full Time,Cloud Database Engineer,190000,USD,190000,United States,WFH,United States,Medium,Data Engineer
2022,Senior Level,Full Time,Cloud Database Engineer,160000,USD,160000,United States,WFH,United States,Medium,Data Engineer
2022,Entry Level,Full Time,Product Data Analyst,100000,USD,100000,United States,WFH,United States,Medium,Data Analyst
2022,Mid Level,Full Time,Data Engineer,130000,USD,130000,United States,WFO,United States,Medium,Data Engineer
2022,Mid Level,Full Time,Data Engineer,115000,USD,115000,United States,WFO,United States,Medium,Data Engineer
2022,Mid Level,Full Time,Data Scientist,75000,GBP,92350,United Kingdom,WFO,United Kingdom,Medium,Data Scientist
2022,Mid Level,Full Time,Data Scientist,55000,GBP,67723,United Kingdom,WFO,United Kingdom,Medium,Data Scientist
2022,Mid Level,Full Time,Data Engineer,105000,USD,105000,United States,WFO,United States,Medium,Data Engineer
2022,Mid Level,Full Time,Data Engineer,70000,USD,70000,United States,WFO,United States,Medium,Data Engineer
2022,Senior Level,Full Time,Machine Learning Engineer,204500,USD,204500,United States,WFO,United States,Medium,Data Engineer
2022,Senior Level,Full Time,Machine Learning Engineer,142200,USD,142200,United States,WFO,United States,Medium,Data Engineer
2022,Senior Level,Full Time,Machine Learning Engineer,192000,USD,192000,United States,WFH,United States,Medium,Data Engineer
2022,Senior Level,Full Time,Machine Learning Engineer,164000,USD,164000,United States,WFH,United States,Medium,Data Engineer
2022,Senior Level,Full Time,Data Engineer,185900,USD,185900,United States,WFO,United States,Medium,Data Engineer
2022,Senior Level,Full Time,Data Engineer,129300,USD,129300,United States,WFO,United States,Medium,Data Engineer
2022,Senior Level,Full Time,Data Engineer,130000,USD,130000,United States,WFO,United States,Medium,Data Engineer
2022,Senior Level,Full Time,Data Engineer,75000,USD,75000,United States,WFO,United States,Medium,Data Engineer
2022,Senior Level,Full Time,Data Science Manager,175000,USD,175000,United States,WFO,United States,Medium,Data Scientist
2022,Senior Level,Full Time,Data Science Manager,120000,USD,120000,United States,WFO,United States,Medium,Data Scientist
2022,Senior Level,Full Time,Data Engineer,167500,USD,167500,United States,WFO,United States,Medium,Data Engineer
2022,Senior Level,Full Time,Data Engineer,106500,USD,106500,United States,WFO,United States,Medium,Data Engineer
2022,Mid Level,Full Time,Data Analyst,75000,USD,75000,United States,WFH,United States,Medium,Data Analyst
2022,Mid Level,Full Time,Data Analyst,60000,USD,60000,United States,WFH,United States,Medium,Data Analyst
2022,Senior Level,Full Time,Applied Scientist,184000,USD,184000,United States,WFH,United States,Medium,Data Scientist
2022,Senior Level,Full Time,Applied Scientist,142000,USD,142000,United States,WFH,United States,Medium,Data Scientist
2022,Mid Level,Full Time,Data Scientist,145000,USD,145000,United States,WFO,United States,Medium,Data Scientist
2022,Mid Level,Full Time,Data Scientist,100000,USD,100000,United States,WFO,United States,Medium,Data Scientist
2022,Entry Level,Full Time,Machine Learning Software Engineer,10000,USD,10000,Morocco,Hybrid,Morocco,Small,Data Engineer
2022,Mid Level,Full Time,Data Scientist,2500000,INR,31795,India,WFH,United States,Medium,Data Scientist
2022,Mid Level,Full Time,NLP Engineer,198000,PLN,44365,Poland,WFH,Poland,Small,Data Engineer
2022,Senior Level,Full Time,Data Engineer,175000,USD,175000,United States,WFO,United States,Medium,Data Engineer
2022,Senior Level,Full Time,Data Engineer,120000,USD,120000,United States,WFO,United States,Medium,Data Engineer
2022,Senior Level,Full Time,Data Engineer,175000,USD,175000,United States,WFO,United States,Medium,Data Engineer
2022,Senior Level,Full Time,Data Engineer,120000,USD,120000,United States,WFO,United States,Medium,Data Engineer
2022,Executive,Full Time,Data Engineer,200000,USD,200000,United States,WFO,United States,Medium,Data Engineer
2022,Executive,Full Time,Data Engineer,145000,USD,145000,United States,WFO,United States,Medium,Data Engineer
2022,Mid Level,Full Time,Data Engineer,75000,GBP,92350,United Kingdom,WFH,United Kingdom,Medium,Data Engineer
2022,Mid Level,Full Time,Data Engineer,60000,GBP,73880,United Kingdom,WFH,United Kingdom,Medium,Data Engineer
2022,Senior Level,Full Time,Data Engineer,145000,USD,145000,United States,WFO,United States,Medium,Data Engineer
2022,Senior Level,Full Time,Data Engineer,100000,USD,100000,United States,WFO,United States,Medium,Data Engineer
2022,Senior Level,Full Time,Applied Scientist,192000,USD,192000,United States,WFH,United States,Medium,Data Scientist
2022,Senior Level,Full Time,Applied Scientist,164000,USD,164000,United States,WFH,United States,Medium,Data Scientist
2022,Executive,Full Time,Data Engineer,310000,USD,310000,United States,WFH,United States,Medium,Data Engineer
2022,Executive,Full Time,Data Engineer,239000,USD,239000,United States,WFH,United States,Medium,Data Engineer
2022,Senior Level,Full Time,Data Analyst,120000,USD,120000,United States,WFO,United States,Medium,Data Analyst
2022,Senior Level,Full Time,Data Analyst,95000,USD,95000,United States,WFO,United States,Medium,Data Analyst
2022,Senior Level,Full Time,Machine Learning Engineer,145000,USD,145000,United States,WFO,United States,Medium,Data Engineer
2022,Senior Level,Full Time,Machine Learning Engineer,135000,USD,135000,United States,WFO,United States,Medium,Data Engineer
2022,Senior Level,Full Time,Data Engineer,100000,USD,100000,United States,WFO,United States,Medium,Data Engineer
2022,Senior Level,Full Time,Data Engineer,78000,USD,78000,United States,WFO,United States,Medium,Data Engineer
2022,Senior Level,Full Time,Data Engineer,70000,EUR,73546,Spain,WFO,Spain,Medium,Data Engineer
2022,Senior Level,Full Time,Data Engineer,35000,EUR,36773,Spain,WFO,Spain,Medium,Data Engineer
2022,Mid Level,Full Time,Data Engineer,160000,USD,160000,United States,WFH,United States,Medium,Data Engineer
2022,Mid Level,Full Time,Data Engineer,120000,USD,120000,United States,WFH,United States,Medium,Data Engineer
2022,Senior Level,Full Time,Data Scientist,190000,USD,190000,United States,WFO,United States,Medium,Data Scientist
2022,Senior Level,Full Time,Data Scientist,150000,USD,150000,United States,WFO,United States,Medium,Data Scientist
2022,Mid Level,Full Time,Data Engineer,2800000,INR,35610,India,Hybrid,India,Large,Data Engineer
2022,Senior Level,Full Time,AI Scientist,125000,USD,125000,Colombia,WFH,Colombia,Large,Data Scientist
2022,Senior Level,Full Time,Data Engineer,120000,USD,120000,United States,WFO,United States,Medium,Data Engineer
2022,Senior Level,Full Time,Data Engineer,95000,USD,95000,United States,WFO,United States,Medium,Data Engineer
2022,Mid Level,Full Time,Data Analyst,150000,USD,150000,United States,WFO,United States,Medium,Data Analyst
2022,Mid Level,Full Time,Data Analyst,100000,USD,100000,United States,WFO,United States,Medium,Data Analyst
2022,Senior Level,Full Time,Data Scientist,45000,EUR,47280,Spain,WFO,Spain,Medium,Data Scientist
2022,Senior Level,Full Time,Data Scientist,36000,EUR,37824,Spain,WFO,Spain,Medium,Data Scientist
2022,Senior Level,Full Time,Data Analyst,115934,USD,115934,United States,WFH,United States,Medium,Data Analyst
2022,Senior Level,Full Time,Data Analyst,81666,USD,81666,United States,WFH,United States,Medium,Data Analyst
2022,Senior Level,Full Time,Data Scientist,175000,USD,175000,United States,WFH,United States,Medium,Data Scientist
2022,Senior Level,Full Time,Data Scientist,140000,USD,140000,United States,WFH,United States,Medium,Data Scientist
2022,Senior Level,Full Time,Data Engineer,120000,USD,120000,United States,WFO,United States,Medium,Data Engineer
2022,Senior Level,Full Time,Data Engineer,95000,USD,95000,United States,WFO,United States,Medium,Data Engineer
2022,Senior Level,Full Time,Research Engineer,249500,USD,249500,United States,WFO,United States,Medium,Data Engineer
2022,Senior Level,Full Time,Research Engineer,149850,USD,149850,United States,WFO,United States,Medium,Data Engineer
2022,Mid Level,Full Time,Analytics Engineer,122500,USD,122500,United States,WFH,United States,Medium,Data Analyst
2022,Mid Level,Full Time,Analytics Engineer,100000,USD,100000,United States,WFH,United States,Medium,Data Analyst
2022,Senior Level,Full Time,Data Scientist,249500,USD,249500,United States,WFO,United States,Medium,Data Scientist
2022,Senior Level,Full Time,Data Scientist,149850,USD,149850,United States,WFO,United States,Medium,Data Scientist
2022,Entry Level,Full Time,Data Analyst,55000,USD,55000,United States,WFO,United States,Medium,Data Analyst
2022,Entry Level,Full Time,Data Analyst,48000,USD,48000,United States,WFO,United States,Medium,Data Analyst
2022,Senior Level,Full Time,Research Scientist,249500,USD,249500,United States,WFO,United States,Medium,Data Scientist
2022,Senior Level,Full Time,Research Scientist,149850,USD,149850,United States,WFO,United States,Medium,Data Scientist
2022,Mid Level,Full Time,Computer Vision Engineer,56000,EUR,58837,France,WFH,France,Small,Data Engineer
2022,Senior Level,Full Time,Data Engineer,190000,USD,190000,United States,WFH,United States,Medium,Data Engineer
2022,Senior Level,Full Time,Data Engineer,120000,USD,120000,United States,WFH,United States,Medium,Data Engineer
2022,Senior Level,Full Time,Data Analyst,127000,USD,127000,United States,WFH,United States,Medium,Data Analyst
2022,Senior Level,Full Time,Data Analyst,104000,USD,104000,United States,WFH,United States,Medium,Data Analyst
2022,Senior Level,Full Time,Data Scientist,210000,USD,210000,United States,WFH,United States,Medium,Data Scientist
2022,Senior Level,Full Time,Data Scientist,150000,USD,150000,United States,WFH,United States,Medium,Data Scientist
2022,Senior Level,Full Time,Machine Learning Engineer,210000,USD,210000,United States,WFH,United States,Medium,Data Engineer
2022,Senior Level,Full Time,Machine Learning Engineer,150000,USD,150000,United States,WFH,United States,Medium,Data Engineer
2022,Senior Level,Full Time,Data Engineer,210000,USD,210000,United States,WFH,United States,Medium,Data Engineer
2022,Senior Level,Full Time,Data Engineer,130000,USD,130000,United States,WFH,United States,Medium,Data Engineer
2022,Senior Level,Full Time,Data Scientist,182750,USD,182750,United States,WFH,United States,Medium,Data Scientist
2022,Senior Level,Full Time,Data Scientist,161500,USD,161500,United States,WFH,United States,Medium,Data Scientist
2022,Mid Level,Full Time,Data Analyst,102640,USD,102640,United States,WFH,United States,Medium,Data Analyst
2022,Mid Level,Full Time,Data Analyst,66100,USD,66100,United States,WFH,United States,Medium,Data Analyst
2022,Senior Level,Full Time,Research Scientist,210000,USD,210000,United States,WFH,United States,Medium,Data Scientist
2022,Senior Level,Full Time,Research Scientist,150000,USD,150000,United States,WFH,United States,Medium,Data Scientist
2022,Senior Level,Full Time,Data Engineer,198800,USD,198800,United States,WFO,United States,Medium,Data Engineer
2022,Senior Level,Full Time,Data Engineer,122600,USD,122600,United States,WFO,United States,Medium,Data Engineer
2022,Mid Level,Full Time,Data Engineer,130000,USD,130000,United States,WFH,United States,Medium,Data Engineer
2022,Mid Level,Full Time,Data Engineer,80000,USD,80000,United States,WFH,United States,Medium,Data Engineer
2022,Senior Level,Full Time,Data Scientist,136000,USD,136000,United States,WFH,United States,Medium,Data Scientist
2022,Senior Level,Full Time,Data Scientist,104000,USD,104000,United States,WFH,United States,Medium,Data Scientist
2022,Senior Level,Full Time,Data Analyst,150000,USD,150000,United States,WFH,United States,Medium,Data Analyst
2022,Senior Level,Full Time,Data Analyst,100000,USD,100000,United States,WFH,United States,Medium,Data Analyst
2022,Entry Level,Full Time,Data Engineer,160000,USD,160000,United States,WFO,United States,Medium,Data Engineer
2022,Entry Level,Full Time,Data Engineer,135000,USD,135000,United States,WFO,United States,Medium,Data Engineer
2022,Senior Level,Full Time,Data Engineer,216000,USD,216000,United States,WFH,United States,Medium,Data Engineer
2022,Senior Level,Full Time,Data Engineer,144000,USD,144000,United States,WFH,United States,Medium,Data Engineer
2022,Executive,Full Time,Data Scientist,159000,USD,159000,United States,WFH,United States,Medium,Data Scientist
2022,Executive,Full Time,Data Scientist,130000,USD,130000,United States,WFH,United States,Medium,Data Scientist
2022,Senior Level,Full Time,Data Analyst,115934,USD,115934,United States,WFH,United States,Medium,Data Analyst
2022,Senior Level,Full Time,Data Analyst,81666,USD,81666,United States,WFH,United States,Medium,Data Analyst
2022,Senior Level,Full Time,Data Engineer,215000,USD,215000,United States,WFH,United States,Medium,Data Engineer
2022,Senior Level,Full Time,Data Engineer,150000,USD,150000,United States,WFH,United States,Medium,Data Engineer
2022,Senior Level,Full Time,Machine Learning Engineer,246000,USD,246000,United States,WFH,United States,Medium,Data Engineer
2022,Senior Level,Full Time,Machine Learning Engineer,201000,USD,201000,United States,WFH,United States,Medium,Data Engineer
2022,Mid Level,Full Time,Data Engineer,187000,USD,187000,United States,WFH,United States,Medium,Data Engineer
2022,Mid Level,Full Time,Data Engineer,153000,USD,153000,United States,WFH,United States,Medium,Data Engineer
2022,Senior Level,Full Time,Machine Learning Engineer,255000,USD,255000,Mexico,WFH,Mexico,Medium,Data Engineer
2022,Senior Level,Full Time,Machine Learning Engineer,185000,USD,185000,Mexico,WFH,Mexico,Medium,Data Engineer
2022,Mid Level,Full Time,Data Analyst,350000,GBP,430967,United Kingdom,WFO,United Kingdom,Medium,Data Analyst
2022,Mid Level,Full Time,Data Analyst,45000,GBP,55410,United Kingdom,WFO,United Kingdom,Medium,Data Analyst
2022,Senior Level,Full Time,Data Analyst,48000,EUR,50432,Spain,WFO,Spain,Medium,Data Analyst
2022,Senior Level,Full Time,Data Analyst,38000,EUR,39925,Spain,WFO,Spain,Medium,Data Analyst
2022,Senior Level,Full Time,Data Analyst,169000,USD,169000,United States,WFO,United States,Medium,Data Analyst
2022,Senior Level,Full Time,Data Analyst,110600,USD,110600,United States,WFO,United States,Medium,Data Analyst
2022,Entry Level,Full Time,BI Data Analyst,58000,EUR,60938,Germany,WFO,Germany,Large,Data Analyst
2022,Senior Level,Full Time,BI Developer,140000,USD,140000,United States,WFH,United States,Medium,Data Engineer
2022,Senior Level,Full Time,BI Developer,120000,USD,120000,United States,WFH,United States,Medium,Data Engineer
2022,Mid Level,Full Time,Data Analyst,75000,USD,75000,United States,WFH,United States,Medium,Data Analyst
2022,Mid Level,Full Time,Data Analyst,60000,USD,60000,United States,WFH,United States,Medium,Data Analyst
2022,Senior Level,Full Time,3D Computer Vision Researcher,10000,USD,10000,Canada,Hybrid,Albania,Small,Data Engineer
2022,Entry Level,Full Time,Data Analyst,50000,USD,50000,United States,Hybrid,United States,Large,Data Analyst
2022,Mid Level,Full Time,MLOps Engineer,134000,USD,134000,United States,WFH,United States,Medium,Data Engineer
2022,Mid Level,Full Time,MLOps Engineer,124000,USD,124000,United States,WFH,United States,Medium,Data Engineer
2022,Senior Level,Full Time,Data Analyst,166700,USD,166700,United States,WFO,United States,Medium,Data Analyst
2022,Senior Level,Full Time,Data Analyst,119000,USD,119000,United States,WFO,United States,Medium,Data Analyst
2022,Entry Level,Full Time,Data Scientist,124234,USD,124234,United States,WFO,United States,Medium,Data Scientist
2022,Entry Level,Full Time,Data Scientist,74540,USD,74540,United States,WFO,United States,Medium,Data Scientist
2022,Mid Level,Full Time,Data Analyst,100000,USD,100000,United States,WFH,United States,Medium,Data Analyst
2022,Mid Level,Full Time,Data Analyst,65000,USD,65000,United States,WFH,United States,Medium,Data Analyst
2021,Mid Level,Full Time,Data Analyst,1250000,INR,16904,India,Hybrid,India,Large,Data Analyst
2022,Entry Level,Full Time,AI Scientist,200000,USD,200000,Canada,Hybrid,Canada,Large,Data Scientist
2022,Entry Level,Full Time,Machine Learning Engineer,12000,USD,12000,Argentina,WFH,Argentina,Large,Data Engineer
2022,Senior Level,Full Time,Data Engineer,220000,USD,220000,United States,WFH,United States,Medium,Data Engineer
2022,Senior Level,Full Time,Data Engineer,146000,USD,146000,United States,WFH,United States,Medium,Data Engineer
2022,Senior Level,Full Time,Data Engineer,65000,EUR,68293,Spain,WFO,Spain,Medium,Data Engineer
2022,Senior Level,Full Time,Data Engineer,35000,EUR,36773,Spain,WFO,Spain,Medium,Data Engineer
2022,Senior Level,Full Time,Data Specialist,110000,USD,110000,United States,WFO,United States,Medium,Data Engineer
2022,Senior Level,Full Time,Data Specialist,70000,USD,70000,United States,WFO,United States,Medium,Data Engineer
2022,Entry Level,Full Time,Data Analyst,50000,USD,50000,United States,Hybrid,United States,Large,Data Analyst
2022,Senior Level,Full Time,Data Engineer,120000,USD,120000,United States,WFO,United States,Medium,Data Engineer
2022,Senior Level,Full Time,Data Engineer,95000,USD,95000,United States,WFO,United States,Medium,Data Engineer
2022,Mid Level,Full Time,Data Analyst,150000,USD,150000,United States,WFO,United States,Medium,Data Analyst
2022,Mid Level,Full Time,Data Analyst,100000,USD,100000,United States,WFO,United States,Medium,Data Analyst
2022,Senior Level,Full Time,Data Scientist,45000,EUR,47280,Spain,WFO,Spain,Medium,Data Scientist
2022,Senior Level,Full Time,Data Scientist,36000,EUR,37824,Spain,WFO,Spain,Medium,Data Scientist
2022,Senior Level,Full Time,Data Architect,190000,USD,190000,United States,WFH,United States,Medium,Data Engineer
2022,Senior Level,Full Time,Data Architect,135000,USD,135000,United States,WFH,United States,Medium,Data Engineer
2022,Senior Level,Full Time,Data Scientist,128000,USD,128000,United States,WFO,United States,Medium,Data Scientist
2022,Senior Level,Full Time,Data Scientist,81500,USD,81500,United States,WFO,United States,Medium,Data Scientist
2022,Senior Level,Full Time,Data Scientist,173000,USD,173000,United States,WFH,United States,Medium,Data Scientist
2022,Senior Level,Full Time,Data Scientist,110000,USD,110000,United States,WFH,United States,Medium,Data Scientist
2022,Senior Level,Full Time,Machine Learning Engineer,192000,USD,192000,United States,WFO,United States,Medium,Data Engineer
2022,Senior Level,Full Time,Machine Learning Engineer,120000,USD,120000,United States,WFO,United States,Medium,Data Engineer
2022,Senior Level,Full Time,Data Analyst,115934,USD,115934,United States,WFH,United States,Medium,Data Analyst
2022,Senior Level,Full Time,Data Analyst,81666,USD,81666,United States,WFH,United States,Medium,Data Analyst
2022,Senior Level,Full Time,Data Analyst,120000,USD,120000,United States,WFO,United States,Medium,Data Analyst
2022,Senior Level,Full Time,Data Analyst,95000,USD,95000,United States,WFO,United States,Medium,Data Analyst
2022,Senior Level,Full Time,Principal Machine Learning Engineer,190000,USD,190000,United States,WFH,United States,Large,Data Engineer
2022,Senior Level,Full Time,Data Engineer,194000,USD,194000,United States,WFH,United States,Medium,Data Engineer
2022,Senior Level,Full Time,Data Engineer,129400,USD,129400,United States,WFH,United States,Medium,Data Engineer
2022,Senior Level,Full Time,Data Analyst,201000,USD,201000,United States,WFH,United States,Medium,Data Analyst
2022,Senior Level,Full Time,Data Analyst,89200,USD,89200,United States,WFH,United States,Medium,Data Analyst
2022,Senior Level,Full Time,Data Scientist,165000,USD,165000,United States,WFO,United States,Medium,Data Scientist
2022,Senior Level,Full Time,Data Scientist,125000,USD,125000,United States,WFO,United States,Medium,Data Scientist
2022,Senior Level,Full Time,Applied Scientist,230000,USD,230000,United States,WFH,United States,Medium,Data Scientist
